age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
71;blue-collar;married;tertiary;no;12675;yes;no;unknown;21;nov;2357;23;111;0;unknown;no
75;blue-collar;married;secondary;no;-381;no;no;cellular;1;nov;2306;25;-1;5;unknown;no
84;housemaid;married;secondary;no;10885;no;no;cellular;3;jul;430;7;-1;4;failure;no
63;student;single;secondary;no;204;yes;no;cellular;20;dec;499;18;-1;4;unknown;no
41;management;married;tertiary;no;5742;yes;no;cellular;4;aug;2123;18;-1;1;unknown;yes
49;self-employed;divorced;tertiary;no;9694;yes;no;cellular;18;apr;296;26;-1;9;unknown;no
64;unknown;single;secondary;no;9818;no;no;cellular;8;oct;2230;10;-1;8;unknown;no
40;student;single;tertiary;no;5574;yes;no;unknown;22;apr;1082;10;-1;4;unknown;yes
83;management;married;secondary;no;7373;yes;no;cellular;9;oct;1429;6;-1;2;other;no
44;management;married;primary;no;9448;no;yes;cellular;22;aug;526;24;-1;6;unknown;no
19;retired;married;tertiary;no;764;yes;no;telephone;19;apr;1755;12;-1;5;unknown;no
34;services;married;secondary;no;8601;yes;yes;unknown;28;apr;1808;10;-1;5;unknown;no
50;management;married;secondary;no;9467;yes;no;cellular;2;oct;1210;27;-1;4;unknown;yes
26;self-employed;divorced;secondary;no;6199;yes;no;cellular;9;mar;1048;13;187;3;unknown;no
60;admin.;married;unknown;no;8411;no;no;cellular;3;dec;298;26;-1;5;unknown;yes
65;management;married;tertiary;yes;4239;yes;no;cellular;22;mar;2738;27;-1;6;unknown;no
56;blue-collar;married;tertiary;no;12943;yes;no;telephone;26;nov;572;12;-1;7;other;yes
59;blue-collar;married;primary;no;11617;no;no;cellular;2;apr;1154;19;-1;1;unknown;no
43;admin.;divorced;tertiary;no;1329;no;no;telephone;7;dec;1784;1;-1;3;unknown;no
67;retired;married;secondary;no;9563;yes;no;cellular;30;feb;675;1;-1;6;unknown;no
42;management;married;unknown;no;3584;no;no;unknown;17;dec;2551;11;-1;2;unknown;no
41;blue-collar;single;primary;no;6805;no;no;cellular;25;mar;2285;18;-1;4;unknown;no
30;management;married;secondary;no;7089;yes;no;unknown;17;nov;2239;26;174;9;unknown;no
77;management;married;secondary;no;11639;no;no;cellular;9;dec;1051;22;273;6;unknown;no
24;blue-collar;married;tertiary;no;13488;no;no;unknown;27;feb;1403;2;-1;8;unknown;yes
74;self-employed;married;tertiary;no;9110;yes;no;cellular;1;nov;428;6;-1;5;unknown;no
53;technician;married;secondary;no;-840;no;no;cellular;1;jun;2131;16;-1;1;unknown;no
62;technician;married;secondary;no;10173;no;yes;unknown;8;mar;497;27;-1;8;failure;no
37;retired;single;tertiary;no;5331;no;no;cellular;17;feb;2284;1;-1;5;unknown;no
82;management;married;primary;no;12684;yes;no;cellular;8;sep;2196;9;-1;9;unknown;yes
25;admin.;single;tertiary;no;12798;yes;no;unknown;19;aug;850;28;-1;1;unknown;yes
33;blue-collar;single;tertiary;no;-473;no;yes;unknown;4;may;2659;15;-1;0;unknown;no
31;admin.;married;primary;no;13220;yes;no;cellular;18;sep;2891;16;-1;3;unknown;yes
93;unemployed;married;primary;no;8105;no;no;cellular;13;may;1058;14;-1;1;unknown;yes
32;blue-collar;married;secondary;no;11896;yes;no;cellular;22;may;943;7;-1;6;unknown;yes
83;blue-collar;single;primary;no;11085;yes;yes;unknown;7;nov;2144;1;391;6;unknown;yes
49;technician;single;secondary;no;13205;no;no;cellular;26;nov;2454;16;-1;2;unknown;yes
80;unemployed;single;tertiary;no;8198;yes;yes;unknown;3;apr;2572;9;-1;9;failure;no
68;student;married;secondary;no;10398;yes;yes;cellular;14;dec;1781;29;-1;0;unknown;no
42;admin.;divorced;secondary;no;4626;yes;no;cellular;9;mar;925;25;-1;1;unknown;yes
75;admin.;married;secondary;no;855;no;no;cellular;3;oct;488;11;-1;7;unknown;no
80;management;married;tertiary;no;1964;no;no;telephone;7;sep;403;10;-1;3;unknown;yes
79;blue-collar;married;tertiary;no;12609;no;yes;cellular;15;apr;773;11;270;2;unknown;no
39;admin.;married;primary;no;12490;yes;no;cellular;4;jul;1246;6;387;9;failure;no
75;management;married;tertiary;no;11330;yes;no;cellular;5;may;402;2;-1;6;unknown;yes
75;unemployed;single;tertiary;no;392;no;no;cellular;28;jul;2498;18;-1;9;unknown;no
66;entrepreneur;single;secondary;no;14262;no;yes;cellular;9;dec;1801;12;-1;3;unknown;no
69;services;single;secondary;no;4878;yes;no;cellular;3;aug;183;14;-1;1;success;yes
59;self-employed;married;secondary;no;12904;no;no;unknown;16;aug;2324;8;-1;2;unknown;no
87;blue-collar;single;tertiary;yes;-79;yes;no;cellular;16;oct;894;25;-1;3;unknown;no
32;self-employed;married;secondary;no;8884;yes;no;cellular;19;jun;1592;4;302;0;failure;no
71;blue-collar;married;tertiary;no;2433;no;no;unknown;25;may;1516;18;287;7;unknown;yes
77;blue-collar;married;tertiary;no;8691;yes;yes;cellular;9;nov;60;21;-1;7;unknown;no
25;services;married;secondary;no;-1284;yes;no;unknown;29;feb;1708;13;-1;4;unknown;yes
70;blue-collar;married;secondary;no;1768;yes;no;cellular;20;dec;989;23;-1;5;failure;yes
77;unknown;married;primary;no;707;yes;no;cellular;1;aug;1947;14;-1;3;failure;no
22;blue-collar;married;secondary;no;14151;no;no;cellular;17;may;145;20;-1;2;unknown;no
85;retired;divorced;tertiary;no;7499;yes;no;cellular;12;aug;1549;28;65;2;other;yes
23;management;married;tertiary;no;14306;no;no;cellular;9;jun;182;25;-1;3;unknown;no
64;blue-collar;divorced;secondary;no;3033;yes;no;cellular;22;aug;314;28;346;5;unknown;no
72;admin.;single;tertiary;no;2386;no;no;unknown;5;jan;658;15;-1;1;failure;no
57;retired;married;secondary;no;10150;yes;no;cellular;29;sep;2791;20;-1;5;unknown;no
69;technician;single;secondary;no;6157;no;no;cellular;28;sep;995;24;-1;7;unknown;yes
33;technician;married;secondary;no;12113;no;no;cellular;15;mar;2856;19;-1;8;unknown;no
30;management;single;secondary;no;13974;no;no;unknown;26;may;651;28;-1;3;unknown;yes
47;technician;married;tertiary;no;5675;no;no;cellular;13;dec;1683;14;-1;4;other;no
36;services;divorced;tertiary;no;14410;yes;no;cellular;19;jul;2977;12;-1;7;unknown;yes
34;services;single;secondary;no;13826;yes;no;unknown;3;aug;892;22;-1;9;unknown;no
80;management;single;secondary;no;10841;no;no;unknown;2;jul;2083;15;357;1;unknown;no
36;self-employed;single;secondary;no;7124;no;no;cellular;13;mar;2836;6;-1;9;unknown;yes
75;technician;married;secondary;no;4588;yes;no;unknown;7;jul;2002;19;-1;1;unknown;no
72;management;married;tertiary;no;13822;yes;no;cellular;9;jan;1064;2;-1;8;unknown;yes
79;technician;married;tertiary;no;14850;no;no;unknown;22;may;2430;6;-1;5;unknown;no
40;retired;married;tertiary;no;11536;no;yes;cellular;10;sep;168;23;371;9;unknown;no
26;blue-collar;married;secondary;no;700;no;no;unknown;1;feb;170;23;-1;8;unknown;no
29;admin.;divorced;secondary;no;6809;yes;no;unknown;22;mar;738;26;-1;9;unknown;no
18;housemaid;married;primary;no;13115;yes;no;cellular;16;sep;2645;11;242;6;unknown;no
75;management;divorced;primary;no;10745;yes;no;cellular;11;mar;1317;1;230;4;unknown;no
18;technician;single;secondary;no;3332;yes;no;cellular;24;aug;1287;28;-1;8;unknown;yes
51;blue-collar;married;secondary;no;10159;no;no;cellular;8;jun;2294;22;-1;8;unknown;no
65;technician;divorced;secondary;no;-1821;no;yes;cellular;30;jul;1985;9;93;1;unknown;no
18;technician;married;secondary;no;5996;yes;no;unknown;26;may;147;13;-1;7;unknown;no
33;blue-collar;divorced;tertiary;no;8777;yes;no;cellular;13;oct;440;9;-1;7;other;yes
78;technician;married;secondary;no;12862;yes;no;cellular;16;dec;361;15;-1;1;unknown;no
81;unknown;married;tertiary;no;3464;no;no;cellular;3;jul;2269;28;-1;9;unknown;yes
80;services;married;secondary;no;1092;yes;no;cellular;13;oct;657;18;57;6;unknown;no
86;technician;married;secondary;no;3527;yes;no;cellular;17;nov;107;4;-1;0;failure;yes
39;unknown;married;tertiary;no;9791;no;no;cellular;21;oct;1238;22;-1;4;other;no
84;retired;married;secondary;no;11727;no;no;unknown;6;mar;575;4;-1;4;unknown;yes
93;blue-collar;married;tertiary;no;719;no;no;unknown;10;nov;299;12;255;9;unknown;no
43;technician;divorced;primary;no;13912;yes;no;unknown;9;may;1892;9;-1;4;other;no
33;retired;married;secondary;no;13467;yes;no;unknown;18;jun;1385;18;-1;1;unknown;no
68;retired;married;secondary;no;10924;yes;yes;cellular;30;sep;223;26;-1;2;unknown;no
74;blue-collar;single;secondary;yes;7215;no;no;unknown;17;apr;2624;6;-1;5;unknown;yes
46;student;single;tertiary;no;14535;no;no;cellular;7;aug;1397;17;-1;0;unknown;yes
86;admin.;divorced;tertiary;no;13241;no;no;cellular;2;aug;2939;25;325;5;unknown;no
64;technician;married;tertiary;no;-856;yes;no;cellular;11;oct;2741;17;-1;5;unknown;no
79;entrepreneur;married;secondary;no;2534;no;no;cellular;18;jun;1131;29;212;6;failure;no
86;blue-collar;married;secondary;no;12635;yes;yes;cellular;3;dec;1374;13;-1;8;unknown;no
93;management;married;secondary;no;-1280;yes;no;cellular;14;aug;2470;12;-1;8;failure;no
33;admin.;divorced;secondary;no;-994;yes;no;cellular;20;dec;1415;14;-1;3;unknown;no
65;services;married;tertiary;no;9490;no;no;cellular;13;may;1858;8;159;1;unknown;no
56;technician;divorced;secondary;no;5099;yes;no;telephone;23;jan;2123;29;-1;4;unknown;yes
50;technician;married;secondary;no;10311;no;no;cellular;17;apr;2297;15;-1;0;unknown;no
40;blue-collar;divorced;secondary;no;-1463;no;no;unknown;29;nov;240;9;-1;4;unknown;no
27;blue-collar;married;tertiary;no;13929;yes;no;cellular;22;jun;2864;1;-1;9;unknown;no
86;technician;divorced;tertiary;no;9016;no;no;telephone;11;sep;1699;17;-1;2;unknown;no
51;technician;divorced;secondary;no;685;yes;no;telephone;7;apr;2062;10;-1;6;unknown;yes
69;management;divorced;primary;no;-20;yes;yes;unknown;3;jun;2388;23;-1;6;unknown;yes
27;management;married;secondary;no;3906;no;no;cellular;3;oct;664;26;-1;2;failure;yes
36;blue-collar;married;secondary;no;-1461;no;no;cellular;2;nov;495;5;-1;4;failure;no
75;technician;single;unknown;no;10076;yes;no;cellular;21;may;1464;11;-1;8;unknown;no
18;self-employed;married;secondary;no;5261;no;no;cellular;16;sep;549;3;-1;3;failure;no
86;blue-collar;married;secondary;no;7220;no;no;cellular;23;oct;2084;25;-1;1;unknown;no
21;blue-collar;married;secondary;no;-1949;yes;no;unknown;11;jun;1807;2;-1;2;unknown;no
33;technician;married;secondary;no;-314;yes;no;cellular;28;mar;2816;22;230;0;unknown;no
41;admin.;married;tertiary;no;6096;no;no;cellular;14;feb;1198;4;-1;4;unknown;no
19;entrepreneur;married;primary;no;8032;yes;no;cellular;3;mar;435;21;-1;8;unknown;no
49;management;married;secondary;no;6616;no;no;cellular;7;jun;2340;2;150;1;failure;no
41;blue-collar;married;tertiary;no;8319;no;yes;unknown;8;oct;300;1;316;2;unknown;no
29;admin.;married;secondary;no;6545;yes;no;unknown;13;aug;1697;9;-1;2;unknown;no
67;technician;married;tertiary;no;1690;no;no;cellular;19;aug;1362;3;92;6;unknown;no
52;technician;married;secondary;no;6484;yes;no;cellular;11;dec;1046;6;-1;9;unknown;no
50;technician;divorced;secondary;no;-1284;no;no;unknown;1;may;2397;14;351;6;failure;no
50;technician;divorced;primary;no;2575;yes;no;cellular;19;jan;2896;25;-1;0;unknown;yes
78;management;divorced;secondary;no;8670;no;yes;cellular;13;jan;1089;1;-1;2;unknown;no
68;technician;divorced;secondary;no;13637;yes;no;unknown;22;dec;1418;12;145;0;unknown;no
60;management;married;secondary;no;14346;no;no;cellular;17;jul;2480;21;-1;8;unknown;no
29;services;single;secondary;no;-1363;yes;no;cellular;9;feb;569;16;-1;6;failure;yes
84;unknown;married;secondary;no;5979;yes;no;cellular;19;apr;28;20;-1;4;unknown;no
82;blue-collar;single;secondary;no;7491;yes;no;unknown;19;oct;640;19;-1;6;unknown;yes
50;management;married;tertiary;no;10631;no;no;cellular;28;may;114;18;-1;2;unknown;no
57;management;single;primary;no;6903;yes;no;cellular;23;aug;2684;14;-1;2;unknown;no
91;blue-collar;married;secondary;no;9725;no;no;unknown;23;oct;1101;3;-1;0;unknown;no
60;admin.;married;tertiary;no;10070;no;no;unknown;29;sep;2322;14;-1;4;unknown;yes
61;technician;single;secondary;no;1341;no;no;cellular;6;jan;2391;17;-1;6;unknown;no
46;unknown;married;primary;no;14068;yes;no;cellular;7;sep;679;13;-1;2;other;yes
30;management;married;secondary;no;3550;no;no;cellular;5;may;80;1;-1;4;unknown;no
29;admin.;married;secondary;no;12688;yes;no;cellular;8;apr;1985;29;-1;9;unknown;yes
63;admin.;married;secondary;no;14851;no;no;cellular;26;oct;2654;29;187;0;unknown;yes
19;technician;married;tertiary;no;3583;no;yes;unknown;14;may;720;8;-1;6;failure;no
52;management;divorced;tertiary;no;10113;yes;no;cellular;18;sep;71;21;-1;7;unknown;yes
25;entrepreneur;married;tertiary;no;-919;yes;no;cellular;21;aug;2029;2;-1;7;unknown;yes
43;management;married;secondary;no;11437;yes;no;cellular;27;oct;473;19;58;0;unknown;no
91;blue-collar;married;primary;no;2084;yes;no;cellular;25;dec;1020;15;-1;3;unknown;no
51;management;single;tertiary;no;10253;no;no;telephone;20;may;170;14;-1;8;unknown;no
24;technician;single;primary;no;5628;yes;no;unknown;24;nov;2087;14;204;1;unknown;yes
85;retired;single;secondary;no;4195;no;no;telephone;3;oct;2471;18;-1;0;unknown;no
75;services;single;secondary;no;-989;yes;no;cellular;22;may;2935;15;-1;5;unknown;no
92;housemaid;divorced;secondary;no;-1187;no;no;telephone;8;jan;1879;10;-1;0;unknown;no
46;services;single;secondary;no;10138;no;no;cellular;14;sep;1245;18;-1;5;unknown;no
53;services;single;secondary;no;-1728;no;no;cellular;25;mar;797;20;-1;0;unknown;no
38;blue-collar;married;tertiary;no;13682;yes;no;cellular;14;jan;2497;28;-1;5;unknown;no
53;management;single;secondary;no;14192;no;yes;cellular;29;may;1451;4;-1;8;unknown;no
27;blue-collar;married;primary;no;4276;yes;no;cellular;7;oct;1923;7;-1;4;failure;no
90;technician;single;tertiary;no;4828;yes;no;cellular;6;mar;1471;2;-1;3;unknown;no
41;management;single;secondary;no;-1644;no;no;cellular;27;jun;644;9;279;7;failure;no
81;unknown;single;secondary;no;11654;no;no;cellular;6;jul;2479;23;33;3;failure;no
66;admin.;single;secondary;no;-1797;yes;no;unknown;12;nov;321;4;-1;3;unknown;no
53;technician;married;secondary;no;4614;yes;no;cellular;22;apr;1068;12;-1;8;failure;no
41;services;married;secondary;yes;12799;no;no;unknown;15;apr;323;23;-1;0;unknown;no
40;student;married;tertiary;no;-1504;yes;no;cellular;26;feb;2459;10;-1;2;unknown;no
79;blue-collar;divorced;tertiary;no;10989;yes;no;cellular;25;feb;1242;11;-1;3;unknown;no
54;management;single;secondary;no;14446;no;no;cellular;19;jul;2667;1;-1;7;unknown;yes
29;technician;single;primary;no;-421;yes;no;cellular;4;nov;2094;13;-1;0;unknown;no
72;blue-collar;single;secondary;no;2876;no;no;unknown;3;may;644;7;-1;2;unknown;no
30;blue-collar;single;secondary;no;5850;no;yes;cellular;13;may;1711;29;-1;1;failure;yes
40;management;divorced;secondary;no;2125;no;no;cellular;25;dec;2680;6;-1;5;failure;no
47;management;single;secondary;no;3328;yes;no;cellular;16;feb;840;9;308;8;unknown;yes
34;blue-collar;single;secondary;no;14200;no;no;cellular;13;jul;302;24;-1;9;failure;no
79;blue-collar;single;primary;no;7272;yes;no;cellular;30;feb;1946;18;-1;8;unknown;no
30;blue-collar;married;secondary;no;9696;yes;yes;cellular;21;dec;771;27;-1;9;unknown;no
76;technician;single;secondary;no;1379;yes;no;cellular;30;may;983;3;-1;4;unknown;yes
36;self-employed;married;secondary;no;14119;no;no;unknown;10;may;2906;13;-1;2;unknown;no
66;technician;married;unknown;no;14012;no;no;telephone;13;mar;2624;3;-1;7;unknown;yes
29;unknown;single;secondary;no;1372;yes;yes;cellular;8;feb;863;13;-1;8;success;no
78;management;married;tertiary;no;12412;yes;no;cellular;12;mar;335;28;-1;8;unknown;no
36;admin.;divorced;tertiary;no;-808;yes;yes;unknown;8;nov;1878;6;-1;0;unknown;no
93;admin.;married;tertiary;no;-848;yes;no;unknown;9;may;1852;18;-1;9;unknown;yes
26;blue-collar;married;primary;no;-117;no;no;cellular;10;dec;659;27;352;4;unknown;no
88;technician;married;tertiary;no;14651;no;no;cellular;7;jun;2000;2;-1;9;unknown;no
45;management;married;primary;no;812;no;yes;cellular;3;apr;611;20;-1;8;unknown;no
69;blue-collar;married;primary;no;10872;no;yes;cellular;5;jul;1142;17;-1;2;unknown;no
33;management;married;secondary;no;4562;no;yes;cellular;3;feb;903;1;-1;6;unknown;yes
86;retired;married;secondary;no;5013;yes;no;cellular;18;jun;2129;17;-1;8;unknown;no
29;self-employed;married;secondary;no;3177;yes;no;unknown;19;sep;1036;5;-1;1;unknown;no
42;blue-collar;married;secondary;no;14767;yes;no;cellular;28;oct;968;29;-1;1;unknown;no
69;unknown;single;secondary;no;6989;yes;no;cellular;10;may;1956;9;63;4;unknown;no
70;management;married;tertiary;no;2467;no;no;cellular;9;apr;2525;4;-1;7;success;yes
40;blue-collar;single;secondary;no;3155;no;no;unknown;25;sep;2346;14;-1;9;unknown;no
33;technician;single;secondary;no;12136;no;no;cellular;24;jun;2139;8;-1;4;unknown;no
74;admin.;married;unknown;no;5961;yes;no;cellular;7;dec;749;23;-1;7;failure;no
56;technician;divorced;secondary;no;5186;yes;yes;cellular;1;apr;2743;13;-1;3;unknown;no
70;unknown;single;secondary;no;5506;no;no;cellular;25;jan;2769;6;396;8;unknown;no
59;services;single;tertiary;no;6258;no;no;cellular;10;sep;1299;14;-1;3;unknown;yes
75;technician;married;primary;no;11302;yes;no;cellular;2;oct;303;9;-1;4;unknown;yes
56;entrepreneur;single;secondary;no;14183;no;no;cellular;6;mar;2915;26;-1;6;unknown;no
31;unemployed;single;tertiary;no;5791;no;no;cellular;26;jun;2834;17;-1;8;unknown;yes
22;management;married;tertiary;no;4770;yes;no;cellular;21;jan;1860;7;-1;4;unknown;yes
52;services;married;secondary;no;7893;yes;no;cellular;6;jun;35;9;32;6;unknown;no
92;technician;married;primary;no;5987;no;yes;cellular;24;mar;421;15;364;3;unknown;no
35;unknown;single;tertiary;no;5165;no;no;cellular;8;mar;1525;10;-1;1;unknown;yes
93;technician;married;secondary;no;11514;yes;no;unknown;26;nov;2385;14;-1;1;unknown;no
26;blue-collar;single;secondary;no;2505;no;no;unknown;18;jul;2629;16;-1;4;unknown;no
91;unemployed;married;secondary;no;3807;no;no;unknown;7;nov;627;29;277;1;unknown;no
75;retired;single;secondary;no;4256;no;no;cellular;18;sep;1433;2;203;1;failure;yes
34;technician;married;tertiary;no;13156;yes;no;cellular;1;jun;462;29;-1;1;failure;yes
24;services;married;tertiary;no;9908;no;no;cellular;28;dec;80;4;-1;3;unknown;no
63;blue-collar;married;tertiary;no;2284;yes;yes;cellular;24;jan;1502;21;-1;7;unknown;no
30;management;married;primary;no;12438;no;no;cellular;25;sep;1409;15;-1;6;unknown;no
57;management;married;secondary;no;154;no;no;cellular;14;may;419;11;-1;4;unknown;no
59;technician;married;tertiary;no;5742;yes;no;cellular;23;feb;2082;21;-1;6;unknown;no
26;blue-collar;married;secondary;no;12227;yes;no;cellular;20;mar;2942;11;-1;5;other;no
67;management;divorced;tertiary;no;12265;no;no;unknown;7;nov;794;29;-1;7;unknown;yes
44;entrepreneur;single;tertiary;no;7190;no;no;cellular;20;may;2548;23;-1;7;unknown;yes
83;technician;married;secondary;no;2025;yes;yes;cellular;7;dec;1730;26;-1;6;failure;no
22;management;married;primary;no;13907;yes;no;cellular;4;feb;183;24;-1;4;unknown;no
46;admin.;married;secondary;no;12469;yes;yes;unknown;30;dec;557;13;296;5;other;yes
54;blue-collar;single;tertiary;no;3156;yes;no;unknown;30;dec;1171;16;-1;9;unknown;yes
55;admin.;married;secondary;no;12428;no;no;cellular;25;mar;2042;9;-1;7;unknown;no
25;management;married;tertiary;no;12410;no;no;cellular;5;aug;1287;21;-1;6;unknown;yes
82;admin.;married;secondary;no;8995;no;no;unknown;23;jun;839;2;365;4;unknown;no
34;blue-collar;single;secondary;no;2812;yes;no;cellular;27;dec;1882;2;-1;9;unknown;no
88;unemployed;married;secondary;no;6650;no;no;unknown;24;feb;281;5;-1;7;unknown;no
62;technician;single;tertiary;no;14058;yes;no;cellular;21;feb;614;5;341;3;unknown;yes
21;management;married;tertiary;no;456;no;no;cellular;1;jan;2249;5;266;5;unknown;no
53;unknown;married;secondary;no;14590;yes;no;unknown;20;jul;573;14;-1;3;unknown;yes
87;admin.;married;secondary;no;10960;yes;no;cellular;3;jun;416;6;-1;4;success;yes
48;retired;married;tertiary;no;9788;no;no;cellular;13;jun;316;28;116;9;unknown;no
36;retired;married;secondary;no;5156;yes;no;cellular;7;may;2963;16;364;2;failure;no
78;management;married;secondary;no;12265;no;no;unknown;6;mar;1091;16;-1;1;unknown;yes
71;management;married;primary;no;6151;no;no;cellular;6;aug;982;8;-1;0;unknown;no
